state,commodity,modal_price
Karnataka,Arecanut(Betelnut/Supari),34001.0
Karnataka,Arecanut(Betelnut/Supari),21429.0
Karnataka,Black Pepper,38558.0
Karnataka,Arecanut(Betelnut/Supari),15869.0
Karnataka,Arecanut(Betelnut/Supari),21660.0
Karnataka,Arecanut(Betelnut/Supari),13122.0
Karnataka,Arecanut(Betelnut/Supari),18189.0
Karnataka,Arecanut(Betelnut/Supari),37429.0
Karnataka,Arecanut(Betelnut/Supari),33379.0
Karnataka,Avare Dal,4100.0
Karnataka,Rice,2000.0
Karnataka,Rice,2200.0
Karnataka,Tomato,333.0
Karnataka,Maize,1350.0
Karnataka,Beans,1700.0
Karnataka,Beetroot,300.0
Karnataka,Cabbage,130.0
Karnataka,Capsicum,2100.0
Karnataka,Cauliflower,700.0
Karnataka,Chilly Capsicum,1000.0
Karnataka,Cucumbar(Kheera),230.0
Karnataka,Knool Khol,250.0
Karnataka,Raddish,300.0
Karnataka,Ridgeguard(Tori),2000.0
Karnataka,Tomato,500.0
Karnataka,Tomato,334.0
Karnataka,Beans,1000.0
Karnataka,Cabbage,500.0
Karnataka,Jowar(Sorghum),1200.0
Karnataka,Rice,1611.0
Karnataka,Groundnut,4306.0
Karnataka,Arecanut(Betelnut/Supari),2800.0
Karnataka,Black Pepper,40000.0
Karnataka,Sweet Potato,500.0
Karnataka,Tender Coconut,8000.0
Karnataka,Gur(Jaggery),3200.0
Karnataka,Gur(Jaggery),3000.0
Karnataka,Ginger(Green),1200.0
Karnataka,Paddy(Dhan),1500.0
Karnataka,Arecanut(Betelnut/Supari),13500.0
Karnataka,Arecanut(Betelnut/Supari),19500.0
Karnataka,Arecanut(Betelnut/Supari),21600.0
Karnataka,Black Pepper,39000.0
Karnataka,Coconut,19000.0
Karnataka,Coconut,18000.0
Karnataka,Copra,9500.0
Karnataka,Arecanut(Betelnut/Supari),15000.0
Karnataka,Arecanut(Betelnut/Supari),20000.0
Karnataka,Banana,2900.0
Karnataka,Banana,2200.0
Karnataka,Banana,1700.0
Karnataka,Banana,2000.0
Karnataka,Black Pepper,38000.0
Karnataka,Cashewnuts,15000.0
Karnataka,Coconut,25000.0
Karnataka,Coconut,12000.0
Karnataka,Dry Chillies,14000.0
Karnataka,Paddy(Dhan),1900.0
Karnataka,Rice,3480.0
Karnataka,Rice,2600.0
Karnataka,Rice,2800.0
Karnataka,Arecanut(Betelnut/Supari),13000.0
Karnataka,Arecanut(Betelnut/Supari),17500.0
Karnataka,Arecanut(Betelnut/Supari),16400.0
Karnataka,Maize,1440.0
Karnataka,Tender Coconut,10000.0
Karnataka,Arhar Dal(Tur Dal),6400.0
Karnataka,Avare Dal,4400.0
Karnataka,Bengal Gram Dal (Chana Dal),5800.0
Karnataka,Black Gram (Urd Beans),5250.0
Karnataka,Castor Seed,4101.0
Karnataka,Corriander Seed,10500.0
Karnataka,Cowpea (Lobia/Karamani),4800.0
Karnataka,Dry Chillies,7500.0
Karnataka,Garlic,3250.0
Karnataka,Green Gram Dal (Moong Dal),6900.0
Karnataka,Ground Nut Seed,7400.0
Karnataka,Groundnut,3105.0
Karnataka,Gur(Jaggery),4500.0
Karnataka,Kulthi(Horse Gram),3297.0
Karnataka,Maize,1076.0
Karnataka,Methi Seeds,5250.0
Karnataka,Onion,2100.0
Karnataka,Paddy(Dhan),1581.0
Karnataka,Potato,1050.0
Karnataka,Ragi (Finger Millet),1925.0
Karnataka,Rice,2150.0
Karnataka,Rice,4700.0
Karnataka,Tamarind Fruit,12768.0
Karnataka,Tamarind Seed,2202.0
Karnataka,Coconut,6000.0
Karnataka,Ginger(Green),1130.0
Karnataka,Tamarind Fruit,1900.0
Karnataka,Paddy(Dhan),1550.0
Karnataka,Cotton,4809.0
Karnataka,Jowar(Sorghum),1220.0
Karnataka,Arhar (Tur/Red Gram),4285.0
Karnataka,Arhar (Tur/Red Gram),4484.0
Karnataka,Bengal Gram(Gram),3789.0
Karnataka,Cotton,4550.0
Karnataka,Groundnut,4118.0
Karnataka,Onion,1990.0
Karnataka,Paddy(Dhan),1289.0
Karnataka,Paddy(Dhan),1769.0
Karnataka,Sunflower,2907.0
Karnataka,Arecanut(Betelnut/Supari),35317.0
Karnataka,Coconut,20700.0
Karnataka,Gur(Jaggery),2200.0
Karnataka,Maize,1140.0
Karnataka,Rice,1750.0
Karnataka,Arecanut(Betelnut/Supari),13129.0
Karnataka,Arecanut(Betelnut/Supari),21199.0
Karnataka,Arecanut(Betelnut/Supari),24589.0
Karnataka,Arecanut(Betelnut/Supari),36899.0
Karnataka,Arecanut(Betelnut/Supari),9599.0
Karnataka,Arecanut(Betelnut/Supari),21899.0
Karnataka,Arecanut(Betelnut/Supari),22529.0
Karnataka,Arecanut(Betelnut/Supari),36299.0
Karnataka,Arecanut(Betelnut/Supari),11200.0
Karnataka,Ginger(Green),980.0
Karnataka,Arecanut(Betelnut/Supari),40239.0
Karnataka,Arecanut(Betelnut/Supari),21300.0
Karnataka,Arecanut(Betelnut/Supari),36659.0
Karnataka,Arecanut(Betelnut/Supari),54700.0
Karnataka,Arhar Dal(Tur Dal),6100.0
Karnataka,Bengal Gram Dal (Chana Dal),5600.0
Karnataka,Black Gram Dal (Urd Dal),8100.0
Karnataka,Chili Red,13750.0
Karnataka,Corriander Seed,9500.0
Karnataka,Green Gram (Moong),7100.0
Karnataka,Green Gram Dal (Moong Dal),7000.0
Karnataka,Green Peas,4550.0
Karnataka,Groundnut,6950.0
Karnataka,Gur(Jaggery),3750.0
Karnataka,Maize,1310.0
Karnataka,Rice,2550.0
Karnataka,Rice,4450.0
Karnataka,Rice,3500.0
Karnataka,Tamarind Fruit,14000.0
Karnataka,Maize,1280.0
Karnataka,Arecanut(Betelnut/Supari),36000.0
Karnataka,Coconut,14900.0
Karnataka,Copra,13100.0
Karnataka,Coriander(Leaves),8650.0
Karnataka,Kulthi(Horse Gram),2800.0
Karnataka,Paddy(Dhan),2150.0
Karnataka,Tamarind Fruit,13900.0
Karnataka,Tamarind Seed,1800.0
Karnataka,Arecanut(Betelnut/Supari),19000.0
Karnataka,Arecanut(Betelnut/Supari),20500.0
Karnataka,Arecanut(Betelnut/Supari),19700.0
Karnataka,Coconut,13000.0
Kerala,Amaranthus,4200.0
Kerala,Amphophalus,3000.0
Kerala,Apple,12300.0
Kerala,Ashgourd,1000.0
Kerala,Banana,3700.0
Kerala,Banana,2900.0
Kerala,Banana,2800.0
Kerala,Banana - Green,3900.0
Kerala,Beetroot,3100.0
Kerala,Bengal Gram(Gram),7300.0
Kerala,Bhindi(Ladies Finger),2100.0
Kerala,Bitter Gourd,4100.0
Kerala,Brinjal,2800.0
Kerala,Cabbage,2700.0
Kerala,Capsicum,3400.0
Kerala,Carrot,6400.0
Kerala,Cauliflower,3300.0
Kerala,Coconut,5900.0
Kerala,Coconut Oil,23200.0
Kerala,Corriander Seed,11000.0
Kerala,Cowpea(Veg),2900.0
Kerala,Cucumbar(Kheera),2900.0
Kerala,Drumstick,11200.0
Kerala,Dry Chillies,11200.0
Kerala,French Beans (Frasbean),3000.0
Kerala,Green Chilli,3000.0
Kerala,Green Gram (Moong),6700.0
Kerala,Lemon,3100.0
Kerala,Onion,4600.0
Kerala,Onion,4300.0
Kerala,Pine Apple,3100.0
Kerala,Amphophalus,3200.0
Kerala,Ashgourd,1200.0
Kerala,Beetroot,2000.0
Kerala,Bhindi(Ladies Finger),3000.0
Kerala,Bitter Gourd,4300.0
Kerala,Bottle Gourd,1200.0
Kerala,Brinjal,2400.0
Kerala,Brinjal,3500.0
Kerala,Cabbage,3000.0
Kerala,Capsicum,6000.0
Kerala,Carrot,3500.0
Kerala,Cauliflower,4000.0
Kerala,Colacasia,4000.0
Kerala,Cowpea(Veg),3000.0
Kerala,Cowpea(Veg),4000.0
Kerala,Cucumbar(Kheera),1400.0
Kerala,Drumstick,8000.0
Kerala,Ginger(Green),4000.0
Kerala,Green Chilli,2600.0
Kerala,Onion,2800.0
Kerala,Onion,3600.0
Kerala,Potato,2000.0
Kerala,Snakeguard,2400.0
Kerala,Tomato,2400.0
Kerala,Bitter Gourd,3100.0
Kerala,Brinjal,2900.0
Kerala,Field Pea,4100.0
Kerala,Amaranthus,2500.0
Kerala,Amphophalus,4000.0
Kerala,Apple,11000.0
Kerala,Ashgourd,1500.0
Kerala,Banana,4000.0
Kerala,Banana - Green,3000.0
Kerala,Beetroot,3500.0
Kerala,Bhindi(Ladies Finger),2500.0
Kerala,Bitter Gourd,4000.0
Kerala,Bottle Gourd,1000.0
Kerala,Brinjal,3200.0
Kerala,Cabbage,2000.0
Kerala,Capsicum,5500.0
Kerala,Carrot,3000.0
Kerala,Colacasia,3500.0
Kerala,Cucumbar(Kheera),1500.0
Kerala,Drumstick,7000.0
Kerala,Ginger(Green),3500.0
Kerala,Green Chilli,2500.0
Kerala,Lemon,3000.0
Kerala,Mango,6500.0
Kerala,Onion,4000.0
Kerala,Orange,4000.0
Kerala,Pine Apple,2500.0
Kerala,Potato,2500.0
Kerala,Pumpkin,1800.0
Kerala,Snakeguard,2500.0
Kerala,Tapioca,1500.0
Kerala,Tomato,3000.0
Kerala,Amaranthus,2900.0
Kerala,Amphophalus,3400.0
Kerala,Banana,3900.0
Kerala,Banana - Green,3600.0
Kerala,Beetroot,2300.0
Kerala,Bhindi(Ladies Finger),2700.0
Kerala,Bitter Gourd,4600.0
Kerala,Brinjal,2300.0
Kerala,Cabbage,1600.0
Kerala,Carrot,3700.0
Kerala,Cauliflower,2300.0
Kerala,Cowpea(Veg),1600.0
Kerala,Cucumbar(Kheera),1100.0
Kerala,Drumstick,5600.0
Kerala,French Beans (Frasbean),3900.0
Kerala,Ginger(Green),4300.0
Kerala,Onion,2600.0
Kerala,Onion,3300.0
Kerala,Potato,1900.0
Kerala,Pumpkin,1200.0
Kerala,Snakeguard,2200.0
Kerala,Tomato,2100.0
Kerala,Amphophalus,3100.0
Kerala,Ashgourd,1600.0
Kerala,Banana - Green,5100.0
Kerala,Beetroot,2900.0
Kerala,Bhindi(Ladies Finger),3100.0
Kerala,Brinjal,3600.0
Kerala,Capsicum,4600.0
Kerala,Carrot,5600.0
Kerala,Colacasia,6600.0
Kerala,Cowpea(Veg),3600.0
Kerala,Cucumbar(Kheera),2100.0
Kerala,Drumstick,5200.0
Kerala,Green Chilli,3600.0
Kerala,Banana,3500.0
Kerala,Banana,5600.0
Kerala,Banana - Green,4000.0
Kerala,Bhindi(Ladies Finger),1700.0
Kerala,Bitter Gourd,3500.0
Kerala,Brinjal,2000.0
Kerala,Cabbage,1500.0
Kerala,Carrot,2900.0
Kerala,Cauliflower,2000.0
Kerala,Cowpea(Veg),2500.0
Kerala,Elephant Yam (Suran),3200.0
Kerala,Ginger(Green),3300.0
Kerala,Little Gourd (Kundru),3500.0
Kerala,Mango (Raw-Ripe),5000.0
Kerala,Onion,2700.0
Kerala,Pine Apple,3300.0
Kerala,Potato,2200.0
Kerala,Snakeguard,1600.0
Kerala,Tapioca,1700.0
Kerala,Tomato,1300.0
Kerala,Amaranthus,2200.0
Kerala,Arecanut(Betelnut/Supari),19000.0
Kerala,Ashgourd,1400.0
Kerala,Banana,2200.0
Kerala,Banana,4200.0
Kerala,Banana - Green,3200.0
Kerala,Beetroot,2200.0
Kerala,Bhindi(Ladies Finger),2800.0
Kerala,Bitter Gourd,3400.0
Kerala,Black Pepper,40000.0
Kerala,Brinjal,2200.0
Kerala,Carrot,3800.0
Kerala,Cauliflower,3200.0
Kerala,Colacasia,3800.0
Kerala,Cowpea(Veg),3800.0
Kerala,Cucumbar(Kheera),2800.0
Kerala,Drumstick,6800.0
Kerala,Ginger(Green),4800.0
Kerala,Green Chilli,2000.0
Kerala,Little Gourd (Kundru),2800.0
Kerala,Mango (Raw-Ripe),6700.0
Kerala,Pine Apple,3200.0
Kerala,Pumpkin,1600.0
Kerala,Snakeguard,1800.0
Kerala,Tomato,2000.0
Kerala,Amaranthus,1800.0
Kerala,Amphophalus,2700.0
Kerala,Banana,3200.0
Kerala,Banana - Green,3700.0
Kerala,Beetroot,1200.0
Kerala,Brinjal,1500.0
Kerala,Cauliflower,1800.0
Kerala,Coconut,5200.0
Kerala,Colacasia,4200.0
Kerala,Cucumbar(Kheera),1200.0
Kerala,Drumstick,5500.0
Kerala,Elephant Yam (Suran),2700.0
Kerala,Field Pea,2400.0
Kerala,Green Chilli,1400.0
Kerala,Mango (Raw-Ripe),5500.0
Kerala,Potato,1800.0
Kerala,Rice,3500.0
Kerala,Snakeguard,1500.0
Kerala,Tapioca,1400.0
Kerala,Tomato,1200.0
Kerala,Amaranthus,2000.0
Kerala,Banana,3800.0
Kerala,Bhindi(Ladies Finger),3200.0
Kerala,Carrot,4000.0
Kerala,Cauliflower,2500.0
Kerala,Drumstick,9000.0
Kerala,Elephant Yam (Suran),3500.0
Kerala,Ginger(Green),4500.0
Kerala,Green Chilli,3500.0
Kerala,Mango (Raw-Ripe),8500.0
Kerala,Onion,3800.0
Kerala,Onion,4200.0
Kerala,Potato,2800.0
Kerala,Pumpkin,1400.0
Kerala,Tomato,1500.0
Kerala,Arecanut(Betelnut/Supari),20500.0
Kerala,Ashgourd,900.0
Kerala,Banana,5200.0
Kerala,Banana - Green,3400.0
Kerala,Bhindi(Ladies Finger),2200.0
Kerala,Bitter Gourd,2700.0
Kerala,Black Pepper,41000.0
Kerala,Cauliflower,2200.0
Kerala,Colacasia,3600.0
Kerala,Drumstick,5700.0
Kerala,Elephant Yam (Suran),3000.0
Kerala,Field Pea,3700.0
Kerala,Ginger(Dry),11000.0
Kerala,Ginger(Green),2500.0
Kerala,Green Chilli,2200.0
Kerala,Little Gourd (Kundru),2500.0
Kerala,Mango (Raw-Ripe),5200.0
Kerala,Onion,3000.0
Kerala,Pine Apple,2400.0
Kerala,Pumpkin,1000.0
Kerala,Tomato,1700.0
Kerala,Amaranthus,2800.0
Kerala,Amphophalus,3500.0
Kerala,Ashgourd,2800.0
Kerala,Banana - Green,3500.0
Kerala,Bitter Gourd,5500.0
Kerala,Bottle Gourd,1800.0
Kerala,Cabbage,2200.0
Kerala,Capsicum,6500.0
Kerala,Carrot,6500.0
Kerala,Cauliflower,4500.0
Kerala,Cowpea(Veg),6500.0
Kerala,Cucumbar(Kheera),2500.0
Kerala,Drumstick,17500.0
Kerala,Ginger(Green),5500.0
Kerala,Green Chilli,5500.0
Kerala,Lemon,3500.0
Kerala,Mango,5500.0
Kerala,Snakeguard,3500.0
Kerala,Tapioca,1200.0
Kerala,Tomato,1800.0
Kerala,Amphophalus,3900.0
Kerala,Ashgourd,2000.0
Kerala,Banana,3400.0
Kerala,Banana,5400.0
Kerala,Beetroot,3000.0
Kerala,Bhindi(Ladies Finger),3600.0
Kerala,Bitter Gourd,5200.0
Kerala,Bottle Gourd,2300.0
Kerala,Brinjal,3400.0
Kerala,Cabbage,2400.0
Kerala,Carrot,3900.0
Kerala,Cauliflower,3400.0
Kerala,Cluster Beans,3300.0
Kerala,Colacasia,4400.0
Kerala,Cucumbar(Kheera),2000.0
Kerala,Drumstick,8400.0
Kerala,Ginger(Green),4400.0
Kerala,Green Chilli,2400.0
Kerala,Indian Beans (Seam),3900.0
Kerala,Lemon,4400.0
Kerala,Little Gourd (Kundru),3800.0
Kerala,Mango (Raw-Ripe),7400.0
Kerala,Onion,3400.0
Kerala,Pine Apple,3700.0
Kerala,Potato,2400.0
Kerala,Snakeguard,3000.0
Kerala,Tomato,1900.0
Kerala,Apple,9500.0
Kerala,Arecanut(Betelnut/Supari),18000.0
Kerala,Ashgourd,600.0
Kerala,Banana,2600.0
Kerala,Banana,4700.0
Kerala,Banana,2000.0
Kerala,Banana,2400.0
Kerala,Banana,1200.0
Kerala,Banana - Green,2000.0
Kerala,Bhindi(Ladies Finger),2400.0
Kerala,Bitter Gourd,2800.0
Kerala,Black Pepper,37000.0
Kerala,Brinjal,1400.0
Kerala,Cabbage,1200.0
Kerala,Cardamoms,100000.0
Kerala,Carrot,2800.0
Kerala,Cauliflower,1500.0
Kerala,Cloves,62500.0
Kerala,Coconut,3700.0
Kerala,Coconut,5700.0
Kerala,Coconut Oil,22200.0
Kerala,Coffee,7600.0
Kerala,Colacasia,4500.0
Kerala,Copra,14000.0
Kerala,Cowpea(Veg),2600.0
Kerala,Cucumbar(Kheera),700.0
Kerala,Cucumbar(Kheera),1300.0
Kerala,Drumstick,6500.0
Kerala,French Beans (Frasbean),1400.0
Kerala,Garlic,3300.0
Kerala,Ginger(Dry),12000.0
Kerala,Ginger(Green),3000.0
Kerala,Grapes,4000.0
Kerala,Grapes,5400.0
Kerala,Grapes,3800.0
Kerala,Green Chilli,1800.0
Kerala,Little Gourd (Kundru),2400.0
Kerala,Mango (Raw-Ripe),5400.0
Kerala,Onion,2400.0
Kerala,Onion,3200.0
Kerala,Orange,5000.0
Kerala,Pumpkin,800.0
Kerala,Rice,3300.0
Kerala,Rice,4250.0
Kerala,Ridgeguard(Tori),2200.0
Kerala,Rubber,10200.0
Kerala,Rubber,12200.0
Kerala,Snakeguard,2000.0
Kerala,Tapioca,800.0
Kerala,Turmeric,12000.0
Kerala,Turmeric,2200.0
Kerala,Water Melon,800.0
Kerala,Banana - Green,3250.0
Kerala,Black Pepper,37500.0
Kerala,Coconut Oil,22250.0
Kerala,Onion,3050.0
Kerala,Banana,4800.0
Kerala,Banana,4500.0
Kerala,Black Pepper,38000.0
Kerala,Copra,13000.0
Kerala,Tapioca,2800.0
Kerala,Arecanut(Betelnut/Supari),20250.0
Kerala,Coconut,4200.0
Kerala,Copra,13150.0
Kerala,Rubber,12000.0
Kerala,Amaranthus,1400.0
Kerala,Arecanut(Betelnut/Supari),22000.0
Kerala,Banana - Green,2500.0
Kerala,Black Pepper,39000.0
Kerala,Cabbage,1800.0
Kerala,Cauliflower,3000.0
Kerala,Coconut Oil,22900.0
Kerala,Coconut Seed,4400.0
Kerala,Copra,13500.0
Kerala,Cowpea(Veg),4500.0
Kerala,Cucumbar(Kheera),1000.0
Kerala,Ginger(Green),2800.0
Kerala,Green Chilli,3200.0
Kerala,Pumpkin,1300.0
Kerala,Ridgeguard(Tori),2300.0
Kerala,Tapioca,2500.0
Kerala,Amaranthus,1600.0
Kerala,Arecanut(Betelnut/Supari),22250.0
Kerala,Ashgourd,2300.0
Kerala,Banana - Green,4400.0
Kerala,Bhindi(Ladies Finger),4500.0
Kerala,Bottle Gourd,1600.0
Kerala,Cabbage,2800.0
Kerala,Carrot,2500.0
Kerala,Coconut Seed,4350.0
Kerala,Copra,13050.0
Kerala,Cowpea(Veg),3500.0
Kerala,Cucumbar(Kheera),2300.0
Kerala,Green Chilli,4150.0
Kerala,Indian Beans (Seam),3300.0
Kerala,Little Gourd (Kundru),4500.0
Kerala,Long Melon(Kakri),1100.0
Kerala,Pepper Garbled,38250.0
Kerala,Pumpkin,2300.0
Kerala,Ridgeguard(Tori),3500.0
Kerala,Snakeguard,3300.0
Kerala,Sweet Potato,1900.0
Kerala,Tomato,850.0
Kerala,Banana - Green,3800.0
Kerala,Beetroot,3600.0
Kerala,Bhindi(Ladies Finger),4800.0
Kerala,Cabbage,2600.0
Kerala,Carrot,3600.0
Kerala,Coconut,4400.0
Kerala,Coconut Oil,22000.0
Kerala,Cowpea(Veg),4600.0
Kerala,Cucumbar(Kheera),1800.0
Kerala,Lemon,5000.0
Kerala,Potato,2600.0
Kerala,Pumpkin,2000.0
Kerala,Ridgeguard(Tori),3600.0
Kerala,Snakeguard,3600.0
Kerala,Ashgourd,800.0
Kerala,Banana,4100.0
Kerala,Banana,4600.0
Kerala,Banana,5900.0
Kerala,Banana - Green,4100.0
Kerala,Beetroot,1400.0
Kerala,Bitter Gourd,5300.0
Kerala,Bottle Gourd,1500.0
Kerala,Cabbage,1700.0
Kerala,Capsicum,4300.0
Kerala,Cluster Beans,3000.0
Kerala,Coriander(Leaves),5300.0
Kerala,Cowpea(Veg),3200.0
Kerala,Cucumbar(Kheera),2200.0
Kerala,Drumstick,6300.0
Kerala,Ginger(Green),5300.0
Kerala,Indian Beans (Seam),4000.0
Kerala,Lemon,4800.0
Kerala,Little Gourd (Kundru),2000.0
Kerala,Long Melon(Kakri),1700.0
Kerala,Mango (Raw-Ripe),6800.0
Kerala,Mint(Pudina),6300.0
Kerala,Pumpkin,900.0
Kerala,Tomato,2200.0
Kerala,Yam (Ratalu),6300.0
Kerala,Amaranthus,3200.0
Kerala,Apple,12000.0
Kerala,Ashgourd,3600.0
Kerala,Banana,3600.0
Kerala,Beetroot,4000.0
Kerala,Bottle Gourd,3700.0
Kerala,Brinjal,3900.0
Kerala,Cabbage,5300.0
Kerala,Capsicum,3700.0
Kerala,Cauliflower,5500.0
Kerala,Cowpea(Veg),4200.0
Kerala,Potato,3800.0
Kerala,Pumpkin,3200.0
Kerala,Snakeguard,4300.0
Kerala,Tomato,4200.0
Kerala,Banana - Green,2800.0
Kerala,Bitter Gourd,3900.0
Kerala,Coconut,5100.0
Kerala,Colacasia,3000.0
Kerala,Cowpea(Veg),4100.0
Kerala,Drumstick,5800.0
Kerala,Garlic,3500.0
Kerala,Ginger(Green),3800.0
Kerala,Green Chilli,1600.0
Kerala,Little Gourd (Kundru),1600.0
Kerala,Mango (Raw-Ripe),5800.0
Kerala,Onion,2900.0
Kerala,Pine Apple,2000.0
Kerala,Bhindi(Ladies Finger),2000.0
Kerala,Bitter Gourd,3200.0
Kerala,Brinjal,1000.0
Kerala,Cabbage,1400.0
Kerala,Cluster Beans,2200.0
Kerala,Colacasia,3300.0
Kerala,Cucumbar(Kheera),1600.0
Kerala,Elephant Yam (Suran),2800.0
Kerala,Green Chilli,1500.0
Kerala,Little Gourd (Kundru),2300.0
Kerala,Mango (Raw-Ripe),4800.0
Kerala,Onion,2500.0
Kerala,Tomato,1400.0
Kerala,Beetroot,2500.0
Kerala,Cabbage,2300.0
Kerala,Cucumbar(Kheera),2600.0
Kerala,Onion,3700.0
Kerala,Tomato,2600.0
Kerala,Ashgourd,1700.0
Kerala,Bitter Gourd,4700.0
Kerala,Brinjal,3700.0
Kerala,Cabbage,3200.0
Kerala,Drumstick,7200.0
Kerala,Ginger(Green),4200.0
Kerala,Indian Beans (Seam),2200.0
Kerala,Mango (Raw-Ripe),7200.0
Kerala,Rubber,11500.0
Kerala,Amaranthus,2300.0
Kerala,Banana,4300.0
Kerala,Banana,3100.0
Kerala,Banana - Green,3300.0
Kerala,Bhindi(Ladies Finger),2300.0
Kerala,Brinjal,2600.0
Kerala,Brinjal,1600.0
Kerala,Cauliflower,3500.0
Kerala,Cluster Beans,2400.0
Kerala,Coconut Oil,20400.0
Kerala,Lemon,5500.0
Kerala,Mango,5800.0
Kerala,Banana,3300.0
Kerala,Bottle Gourd,2000.0
Kerala,Cluster Beans,2500.0
Kerala,Ginger(Green),5000.0
Kerala,Tomato,800.0
Kerala,Amphophalus,2400.0
Kerala,Banana,2300.0
Kerala,Banana - Green,1800.0
Kerala,Beetroot,1600.0
Kerala,Bitter Gourd,2200.0
Kerala,Bottle Gourd,800.0
Kerala,Carrot,3200.0
Kerala,Coconut Seed,3800.0
Kerala,Cowpea(Veg),1800.0
Kerala,Cucumbar(Kheera),800.0
Kerala,French Beans (Frasbean),2400.0
Kerala,Ginger(Green),2200.0
Kerala,Onion,1600.0
Kerala,Snakeguard,1400.0
Kerala,Tomato,600.0
Kerala,Amaranthus,1500.0
Kerala,Banana - Green,2600.0
Kerala,Bitter Gourd,3000.0
Kerala,Cabbage,1000.0
Kerala,Carrot,2600.0
Kerala,Cauliflower,1600.0
Kerala,Cluster Beans,2000.0
Kerala,Coconut Seed,4700.0
Kerala,Drumstick,7500.0
Kerala,French Beans (Frasbean),2000.0
Kerala,Ginger(Green),2300.0
Kerala,Green Chilli,1700.0
Kerala,Potato,1400.0
Kerala,Pumpkin,700.0
Kerala,Raddish,1500.0
Kerala,Tomato,880.0
Kerala,Amphophalus,3300.0
Kerala,Banana - Green,2300.0
Kerala,Beetroot,1800.0
Kerala,Bhindi(Ladies Finger),2600.0
Kerala,Bottle Gourd,2500.0
Kerala,Brinjal,1200.0
Kerala,Cabbage,1100.0
Kerala,Coriander(Leaves),4000.0
Kerala,Cowpea(Veg),3400.0
Kerala,French Beans (Frasbean),2800.0
Kerala,Amaranthus,1900.0
Kerala,Amla(Nelli Kai),6600.0
Kerala,Apple,9100.0
Kerala,Banana - Green,2400.0
Kerala,Brinjal,2100.0
Kerala,Carrot,4100.0
Kerala,Cauliflower,2100.0
Kerala,Cluster Beans,1900.0
Kerala,Coconut Oil,22500.0
Kerala,Drumstick,8100.0
Kerala,French Beans (Frasbean),2900.0
Kerala,Garlic,4100.0
Kerala,Ginger(Green),4100.0
Kerala,Grapes,3900.0
Kerala,Onion,3900.0
Kerala,Orange,6100.0
Kerala,Pumpkin,1500.0
Kerala,Snakeguard,1900.0
Kerala,Amla(Nelli Kai),6500.0
Kerala,Apple,7600.0
Kerala,Ashgourd,1100.0
Kerala,Banana,2580.0
Kerala,Banana - Green,2890.0
Kerala,Bhindi(Ladies Finger),2900.0
Kerala,Bitter Gourd,2760.0
Kerala,Bottle Gourd,1250.0
Kerala,Coconut Oil,19300.0
Kerala,Cucumbar(Kheera),1250.0
Kerala,Drumstick,6600.0
Kerala,Ginger(Green),3400.0
Kerala,Grapes,3450.0
Kerala,Grapes,4400.0
Kerala,Mango (Raw-Ripe),5550.0
Kerala,Orange,4400.0
Kerala,Papaya (Raw),1900.0
Kerala,Pine Apple,2800.0
Kerala,Potato,2100.0
Kerala,Tomato,500.0
Kerala,Water Melon,1430.0
Kerala,Amaranthus,1300.0
Kerala,Apple,11900.0
Kerala,Beetroot,1100.0
Kerala,Bitter Gourd,2000.0
Kerala,Brinjal,1800.0
Kerala,Capsicum,3500.0
Kerala,Colacasia,2400.0
Kerala,Cowpea(Veg),2400.0
Kerala,Elephant Yam (Suran),2400.0
Kerala,Ginger(Green),2600.0
Kerala,Onion,3500.0
Kerala,Pepper Ungarbled,38900.0
Kerala,Potato,1700.0
Kerala,Rice,3700.0
Kerala,Snakeguard,800.0
Kerala,Tapioca,1100.0
Kerala,Tomato,1000.0
Kerala,Amla(Nelli Kai),3400.0
Kerala,Bottle Gourd,1400.0
Kerala,Capsicum,4100.0
Kerala,Carrot,2700.0
Kerala,Cauliflower,1700.0
Kerala,Drumstick,5300.0
Kerala,Grapes,3700.0
Kerala,Orange,2900.0
Kerala,Pine Apple,2900.0
Kerala,Potato,1500.0
Kerala,Pumpkin,1100.0
Kerala,Tomato,1100.0
Kerala,Apple,15000.0
Kerala,Ashgourd,2600.0
Kerala,Banana,3000.0
Kerala,Black Gram (Urd Beans),10000.0
Kerala,Bottle Gourd,2100.0
Kerala,Brinjal,3000.0
Kerala,Cabbage,2500.0
Kerala,Capsicum,8000.0
Kerala,Carrot,5000.0
Kerala,Cauliflower,4800.0
Kerala,Drumstick,11000.0
Kerala,Garlic,5000.0
Kerala,Grapes,8000.0
Kerala,Green Chilli,4000.0
Kerala,Mango,7800.0
Kerala,Onion,4500.0
Kerala,Rice,2600.0
Kerala,Rice,2800.0
Kerala,Sweet Potato,4500.0
Kerala,Arhar (Tur/Red Gram),7800.0
Kerala,Banana,5500.0
Kerala,Bengal Gram(Gram),6800.0
Kerala,Bhindi(Ladies Finger),1300.0
Kerala,Bitter Gourd,3300.0
Kerala,Black Gram (Urd Beans),7300.0
Kerala,Black Gram (Urd Beans),8300.0
Kerala,Bottle Gourd,1300.0
Kerala,Brinjal,1300.0
Kerala,Capsicum,3300.0
Kerala,Chili Red,9300.0
Kerala,Cluster Beans,2300.0
Kerala,Colacasia,2800.0
Kerala,Cowpea (Lobia/Karamani),6800.0
Kerala,Cowpea(Veg),1300.0
